gene_symbol,chromosome,start,species
TMEM81,1,205083129,human
RBBP5,1,205086142,human
DSTYK,1,205160006,human
TMCC2,1,205228931,human
NUAK2,1,205302063,human
KLHDC8A,1,205336065,human
LEMD1,1,205381381,human
BLACAT1,1,205439921,human
CDK18,1,205504802,human
FAM43B,1,20552573,human
MFSD4A,1,205579587,human
ELK4,1,205620614,human
SLC45A3,1,205657851,human
NUCKS1,1,205712822,human
RAB29,1,205770300,human
SLC41A1,1,205789095,human
PM20D1,1,205828025,human
CDA,1,20589097,human
SLC26A9,1,205913054,human
RAB7B,1,205983743,human
CTSE,1,206013803,human
RHEX,1,206097699,human
AVPR1B,1,206106936,human
FAM72A,1,206203180,human
PINK1,1,20633458,human
SRGAP2,1,206453199,human
IKBKE,1,206472854,human
DDOST,1,20655440,human
RASSF5,1,206583272,human
EIF2D,1,206602342,human
DYRK3,1,206635829,human
KIF17,1,20664016,human
MAPKAPK2,1,206684944,human
IL10,1,206768695,human
IL19,1,206834363,human
IL20,1,206865809,human
IL24,1,206897833,human
FCMR,1,206913801,human
PIGR,1,206928522,human
FCAMR,1,206958165,human
C1ORF116,1,207020695,human
YOD1,1,207043849,human
PFKFB2,1,207053311,human
C4BPB,1,207089283,human
C4BPA,1,207104378,human
SH2D5,1,20727032,human
CD55,1,207336754,human
CR2,1,207471068,human
CR1,1,207496341,human
CR1L,1,207677460,human
CD46,1,207770339,human
HP1BP3,1,20779836,human
CD34,1,207886539,human
PLXNA2,1,208022242,human
CAMK1G,1,209583714,human
LAMB3,1,209614875,human
G0S2,1,209675412,human
HSD11B1,1,209686180,human
EIF4G3,1,20969474,human
TRAF3IP3,1,209777439,human
C1ORF74,1,209779208,human
IRF6,1,209785623,human
UTP25,1,209838805,human
SYT14,1,209938174,human
SERTAD4,1,210232796,human
HHAT,1,210369715,human
KCNH1,1,210775416,human
RCOR3,1,211289332,human
TRAF5,1,211346364,human
RD3,1,211476522,human
SLC30A1,1,211571568,human
NEK2,1,211658657,human
LPGAT1,1,211749793,human
INTS7,1,212020219,human
DTL,1,212035553,human
PPP2R5A,1,212301806,human
PACC1,1,212364476,human
NENF,1,212432920,human
ATF3,1,212608628,human
FAM71A,1,212624474,human
BATF3,1,212686417,human
ECE1,1,21272832,human
NSL1,1,212738562,human
TATDN3,1,212804619,human
SPATA45,1,212830141,human
FLVCR1,1,212858916,human
VASH2,1,212950618,human
ANGEL2,1,212993992,human
RPS6KC1,1,213051233,human
PROX1,1,213988501,human
SMYD2,1,214330977,human
PTPN14,1,214357751,human
PRKCZ,1,2145387,human
CENPF,1,214603195,human
NBPF3,1,21468550,human
KCNK2,1,215083517,human
KCTD3,1,215602170,human
ALPL,1,21570303,human
USH2A,1,216173946,human
RAP1GAP,1,21617932,human
ESRRG,1,216677328,human
USP48,1,21678298,human
GPATCH2,1,217608184,human
SPATA17,1,217631344,human
LDLRAD2,1,21812363,human
RRP15,1,218285293,human
TGFB2,1,218346235,human
FAAP20,1,2184461,human
HSPG2,1,21887235,human
LYPLAL1,1,219173875,human
ZC3H11B,1,219608010,human
CELA3B,1,21981102,human
SLC30A10,1,219910445,human
EPRS1,1,220001201,human
BPNT1,1,220067384,human
CELA3A,1,22007450,human
IARS2,1,220094132,human
RAB3GAP2,1,220205907,human
MARK1,1,220528816,human
CDC42,1,22053486,human
C1ORF115,1,220690363,human
MTARC2,1,220754972,human
MTARC1,1,220796755,human
HLX,1,220881069,human
WNT4,1,22127474,human
DUSP10,1,221702427,human
HHIPL2,1,222522264,human
TAF1A,1,222563285,human
MIA3,1,222644303,human
AIDA,1,222669607,human
BROX,1,222713369,human
FAM177B,1,222739684,human
SKI,1,2228319,human
DISP1,1,222928424,human
TLR5,1,223112968,human
SUSD4,1,223234915,human
CCDC185,1,223393415,human
CAPN8,1,223622622,human
CAPN2,1,223701593,human
TP53BP2,1,223810464,human
FBXO28,1,224114119,human
DEGS1,1,224183266,human
NVL,1,224308183,human
CNIH4,1,224356893,human
WDR26,1,224433096,human
ZBTB40,1,22451851,human
CNIH3,1,224616317,human
DNAH14,1,225389740,human
LBR,1,225423921,human
ENAH,1,225519418,human
EPHA8,1,22563564,human
SRP9,1,225777935,human
EPHX1,1,225825354,human
TMEM63A,1,225871092,human
LEFTY1,1,225886282,human
PYCR2,1,225922029,human
LEFTY2,1,225936603,human
SDE2,1,225982702,human
H3-3A,1,226063977,human
ACBD3,1,226144679,human
MIXL1,1,226223664,human
LIN9,1,226287693,human
PARP1,1,226360700,human
C1QA,1,22637580,human
C1QC,1,22643653,human
C1QB,1,22653236,human
STUM,1,226548800,human
ITPKB,1,226707190,human
PSEN2,1,226884623,human
COQ8A,1,226940294,human
CDC42BPA,1,227023263,human
EPHB2,1,22710839,human
ZNF678,1,227650992,human
JMJD4,1,227731234,human
SNAP47,1,227748063,human
PRSS38,1,227815693,human
WNT9A,1,227918656,human
WNT3A,1,228006998,human
ARF1,1,228083150,human
C1ORF35,1,228100731,human
MRPL55,1,228108247,human
GUK1,1,228145454,human
GJC2,1,228149930,human
IBA57,1,228165804,human
OBSCN,1,228372989,human
TRIM11,1,228396613,human
TRIM17,1,228414921,human
H3-4,1,228424845,human
H2AW,1,228457364,human
H2BU1,1,228458103,human
RNF187,1,228487382,human
RHOU,1,228735479,human
RAB4A,1,229271062,human
CCSAP,1,229321515,human
ACTA1,1,229431245,human
NUP133,1,229440259,human
ABCB10,1,229516582,human
LACTBL1,1,22953049,human
TAF5L,1,229614157,human
URB2,1,229650847,human
GALNT2,1,230067238,human
TEX46,1,23010835,human
PGBD5,1,230323248,human
COG2,1,230642811,human
AGT,1,230703767,human
CAPN9,1,230747415,human
KDM1A,1,23079013,human
C1ORF198,1,230843671,human
TTC13,1,230940509,human
LUZP1,1,23094155,human
ARV1,1,230995760,human
FAM89A,1,231018958,human
TRIM67,1,231162058,human
C1ORF131,1,231224255,human
GNPAT,1,231241216,human
EXOC8,1,231332753,human
SPRTN,1,231339427,human
EGLN1,1,231365940,human
TSNAX-DISC1,1,231528653,human
TSNAX,1,231528669,human
DISC1,1,231626815,human
HTR1D,1,23191895,human
SIPA1L2,1,232398710,human
MAP10,1,232805416,human
NTPCR,1,232950640,human
PCNX2,1,233135013,human
HNRNPR,1,23318483,human
MAP3K21,1,233375783,human
ZNF436,1,23359975,human
KCNK1,1,233649941,human
TCEA3,1,23404069,human
SLC35F3,1,234214271,human
COA6,1,234373468,human
TARBP1,1,234391313,human
ASAP3,1,23451479,human
IRF2BP2,1,234604269,human
E2F2,1,23506438,human
TOMM20,1,235109341,human
RBM34,1,235154930,human
ARID4B,1,235219927,human
GGPS1,1,235328438,human
TBCE,1,235441870,human
B3GALNT2,1,235464896,human
GNG4,1,235547687,human
ID3,1,23557926,human
LYST,1,235746468,human
NID1,1,235975830,human
GPR137B,1,236168701,human
ERO1B,1,236218244,human
EDARADD,1,236395449,human
LGALS8,1,236526071,human
HEATR1,1,236602825,human
ACTN2,1,236731250,human
MTR,1,236835616,human
RPL11,1,23692306,human
MT1HL1,1,237004103,human
ELOA,1,23743471,human
RYR2,1,237709531,human
PITHD1,1,23785192,human
ZP4,1,237882404,human
LYPLA2,1,23793653,human
MTRNR2L11,1,237943724,human
GALE,1,23797094,human
HMGCL,1,23801910,human
FUCA1,1,23845077,human
CNR2,1,23870515,human
MORN1,1,2388004,human
RER1,1,2391775,human
PNRC2,1,23960968,human
SRSF10,1,23971339,human
CHRM3,1,239826074,human
FMN2,1,240257995,human
GREM2,1,240489573,human
MYOM3,1,24056041,human
RGS7,1,240775548,human
PEX10,1,2408755,human
IL22RA1,1,24119771,human
FH,1,241498738,human
KMO,1,241568635,human
OPN3,1,241594598,human
IFNLR1,1,24161378,human
CHML,1,241635527,human
WDR64,1,241741548,human
EXO1,1,241879040,human
BECN2,1,241957767,human
MAP1LC3C,1,241995490,human
PLD5,1,242088387,human
CEP170,1,243211895,human
GRHL3,1,24323040,human
SDCCAG8,1,243286383,human
AKT3,1,243687629,human
STPG1,1,24379273,human
ZBTB18,1,244051283,human
C1ORF100,1,244352635,human
ADSS2,1,244408494,human
CATSPERE,1,244461371,human
NIPAL3,1,24456166,human
DESI2,1,244653751,human
COX20,1,244835616,human
HNRNPU,1,244858165,human
EFCAB2,1,245083456,human
RCAN3,1,24533114,human
KIF26B,1,245511002,human
NCMAP,1,24556087,human
SMYD3,1,246327333,human
SRRM1,1,24643559,human
TFB2M,1,246540561,human
CNST,1,246566514,human
SCCPDH,1,246724409,human
AHCTF1,1,246840962,human
ZNF670-ZNF695,1,246967662,human
ZNF695,1,246985323,human
ZNF670,1,247034637,human
ZNF669,1,247101290,human
ZNF124,1,247154989,human
VN1R5,1,247255972,human
ZNF496,1,247297415,human
NLRP3,1,247418936,human
OR2B11,1,247449118,human
CLIC4,1,24745382,human
OR2C3,1,247524677,human
GCSAML,1,247549134,human
OR2G2,1,247588360,human
OR2G3,1,247605586,human
OR14L1P,1,247617143,human
PLCH2,1,2476289,human
OR13G1,1,247670812,human
OR6F1,1,247711436,human
OR14A2,1,247723099,human
OR14K1,1,247738615,human
OR1C1,1,247757374,human
OR9H1P,1,247770169,human
OR14A16,1,247814660,human
OR11L1,1,247840928,human
TRIM58,1,247857187,human
OR2W3,1,247895587,human
OR2T8,1,247920252,human
OR2AJ1,1,247924889,human
OR2L8,1,247948858,human
OR2AK2,1,247965233,human
OR2L5,1,248013660,human
OR2L2,1,248038172,human
OR2L3,1,248055834,human
OR2L13,1,248097276,human
OR2M5,1,248145148,human
OR2M2,1,248174821,human
OR2M3,1,248203030,human
OR2M4,1,248231417,human
OR2T33,1,248272771,human
OR2T12,1,248290139,human
OR2M7,1,248323630,human
OR14C36,1,248348775,human
OR2T4,1,248361665,human
OR2T6,1,248375746,human
OR2T1,1,248403048,human
OR2T2,1,248445637,human
OR2T3,1,248473351,human
OR2T5,1,248488589,human
OR2G6,1,248509536,human
OR2T29,1,248558483,human
OR2T34,1,248573801,human
OR2T10,1,248592751,human
OR2T11,1,248623557,human
OR2T35,1,248636356,human
OR2T27,1,248649838,human
OR14I1,1,248681322,human
LYPD8,1,248739415,human
SH3BP5L,1,248810446,human
ZNF672,1,248839154,human
ZNF692,1,248857469,human
PGBD2,1,248906235,human
RUNX3,1,24899511,human
PANK4,1,2520840,human
SYF2,1,25222965,human
RSRP1,1,25246695,human
RHD,1,25272548,human
HES5,1,2528745,human
TMEM50A,1,25338334,human
RHCE,1,25385711,human
MACO1,1,25430960,human
LDLRAP1,1,25543606,human
TNFRSF14,1,2560682,human
MAN1C1,1,25709602,human
SELENON,1,25800231,human
MTFR1L,1,25821523,human
AUNIP,1,25834006,human
PAQR7,1,25861484,human
PRXL2B,1,2586750,human
STMN1,1,25901612,human
MMEL1,1,2590926,human
PAFAH2,1,25984002,human
EXTL1,1,26021775,human
SLC30A2,1,26037252,human
TRIM63,1,26051301,human
PDIK1L,1,26111165,human
FAM110D,1,26159079,human
C1ORF232,1,26165708,human
ZNF593,1,26169942,human
ZNF593OS,1,26170491,human
CNKSR1,1,26183204,human
CATSPER4,1,26190628,human
CEP85,1,26257673,human
SH3BGRL3,1,26280122,human
UBXN11,1,26296947,human
CD52,1,26317958,human
CRYBG2,1,26342754,human
ZNF683,1,26364980,human
LIN28A,1,26410817,human
TTC34,1,2641368,human
DHDDS,1,26446364,human
HMGN2,1,26472515,human
RPS6KA1,1,26572270,human
ARID1A,1,26774870,human
PIGV,1,26788928,human
ZDHHC18,1,26850362,human
SFN,1,26863149,human
GPN2,1,26884233,human
GPATCH3,1,26891057,human
NR0B2,1,26911489,human
NUDC,1,26922142,human
KDF1,1,26949562,human
TRNP1,1,26994319,human
TENT5B,1,27005020,human
SLC9A1,1,27114233,human
WDTC1,1,27234632,human
TMEM222,1,27322145,human
SYTL1,1,27344873,human
MAP3K6,1,27355186,human
FCN3,1,27369112,human
CD164L2,1,27379176,human
GPR3,1,27392622,human
WASF2,1,27408197,human
AHDC1,1,27534685,human
FGR,1,27615514,human
IFI6,1,27666066,human
FAM76A,1,27744774,human
STX12,1,27773235,human
PPP1R8,1,27831324,human
THEMIS2,1,27879731,human
RPA2,1,27897005,human
SMPDL3B,1,27935110,human
XKR8,1,27960262,human
EYA3,1,27970347,human
PTAFR,1,28147166,human
DNAJC8,1,28200278,human
ATP5IF1,1,28236154,human
SESN2,1,28259518,human
MED18,1,28329055,human
PHACTR4,1,28438171,human
RCC1,1,28506043,human
TRNAU1AP,1,28553085,human
RAB42,1,28592265,human
TAF12,1,28604027,human
GMEB1,1,28668780,human
YTHDF2,1,28736965,human
OPRD1,1,28812170,human
EPB41,1,29053164,human
TMEM200B,1,29119434,human
SRSF4,1,29154736,human
MECR,1,29194032,human
PTPRU,1,29236639,human
ACTRT2,1,3021467,human
MATN1,1,30711277,human
LAPTM5,1,30732469,human
SDC3,1,30869466,human
PUM1,1,31059279,human
NKAIN1,1,31182551,human
SNRNP40,1,31259710,human
ZCCHC17,1,31296982,human
FABP3,1,31365891,human
SERINC2,1,31410174,human
TINAGL1,1,31578145,human
HCRTR1,1,31619193,human
PEF1,1,31629866,human
COL16A1,1,31688861,human
ADGRB2,1,31757217,human
SPOCD1,1,31800460,human
PTP4A2,1,31919000,human
KHDRBS1,1,32013996,human
TMEM39B,1,32072943,human
KPNA6,1,32156862,human
TXLNA,1,32180065,human
CCDC28B,1,32200648,human
IQCC,1,32205671,human
DCDC2B,1,32209089,human
TMEM234,1,32216357,human
EIF3I,1,32222433,human
FAM167B,1,32247222,human
LCK,1,32274132,human
HDAC1,1,32292140,human
MARCKSL1,1,32333839,human
FAM229A,1,32361298,human
TSSK3,1,32362539,human
BSDC1,1,32378227,human
ZBTB8B,1,32465072,human
ZBTB8A,1,32539429,human
ZBTB8OS,1,32631825,human
RBBP4,1,32669256,human
SYNC,1,32695623,human
KIAA1522,1,32765667,human
YARS1,1,32786370,human
S100PBP,1,32824897,human
FNDC5,1,32864449,human
HPCA,1,32886491,human
TMEM54,1,32894595,human
RNF19B,1,32936449,human
AK2,1,33031626,human
AZIN2,1,33082250,human
TRIM62,1,33146702,human
ZNF362,1,33270575,human
A3GALT2,1,33306766,human
PHC2,1,33330071,human
ZSCAN20,1,33472651,human
CSMD2,1,33559353,human
HMGB4,1,33864079,human
PRDM16,1,3396491,human
C1ORF94,1,34176907,human
ARHGEF16,1,3471624,human
GJB5,1,34755047,human
GJB4,1,34759740,human
GJB3,1,34782278,human
GJA4,1,34792999,human
SMIM12,1,34855689,human
DLGAP3,1,34865436,human
MEGF6,1,3490925,human
TMEM35B,1,34981535,human
ZMYM6,1,35018513,human
ZMYM1,1,35079391,human
SFPQ,1,35182936,human
ZMYM4,1,35361705,human
KIAA0319L,1,35506739,human
NCDN,1,35562468,human
TFAP2E,1,35573314,human
PSMB2,1,35599544,human
C1ORF216,1,35713877,human
CLSPN,1,35736405,human
AGO4,1,35808016,human
AGO1,1,35883209,human
AGO3,1,35931082,human
TEKT2,1,36087251,human
ADPRS,1,36088892,human
COL8A2,1,36097507,human
TRAPPC3,1,36137896,human
MAP7D1,1,36176717,human
THRAP3,1,36224433,human
TPRG1L,1,3625050,human
SH3D21,1,36320604,human
EVA1B,1,36322031,human
STK40,1,36339628,human
WRAP73,1,3635272,human
LSM10,1,36393436,human
OSCP1,1,36432569,human
MRPS15,1,36455718,human
CSF3R,1,36479432,human
TP73,1,3652565,human
GRIK3,1,36804618,human
ZC3H12A,1,37481690,human
MEAF6,1,37495874,human
CCDC27,1,3752445,human
SNIP1,1,37538008,human
DNALI1,1,37556919,human
GNL2,1,37575595,human
RSPO1,1,37611812,human
C1ORF109,1,37689768,human
CDCA8,1,37692481,human
EPHA10,1,37722274,human
SMIM1,1,3772825,human
MANEAL,1,37795488,human
YRDC,1,37802945,human
C1ORF122,1,37807790,human
MTF1,1,37809574,human
LRRC47,1,3781290,human
INPP5B,1,37860697,human
SF3A3,1,37956975,human
FHL3,1,37996770,human
UTP11,1,38012734,human
POU3F1,1,38043829,human
CEP104,1,3843109,human
DFFB,1,3883507,human
RRAGC,1,38838198,human
MYCBP,1,38864236,human
GJA9,1,38874069,human
RHBDL2,1,38885807,human
C1ORF174,1,3889747,human
AKIRIN1,1,38991496,human
NDUFS5,1,39026350,human
MACF1,1,39462020,human
BMP8A,1,39491636,human
PABPC4,1,39575938,human
HEYL,1,39623435,human
NT5C1A,1,39651229,human
HPCAL4,1,39678648,human
PPIE,1,39738908,human
BMP8B,1,39757182,human
OXCT2,1,39769523,human
TRIT1,1,39841022,human
MYCL,1,39901134,human
MFSD2A,1,39955112,human
CAP1,1,40040882,human
PPT1,1,40089516,human
RLF,1,40161387,human
TMCO2,1,40247937,human
ZMPSTE24,1,40258239,human
COL9A2,1,40312599,human
SMAP2,1,40396800,human
ZFP69B,1,40450476,human
ZFP69,1,40477630,human
EXO5,1,40508806,human
ZNF684,1,40531663,human
RIMS3,1,40626214,human
NFYC,1,40753213,human
KCNQ4,1,40817265,human
CITED4,1,40861054,human
CTPS1,1,40995979,human
SLFNL1,1,41020600,human
SCMH1,1,41027200,human
FOXO6,1,41366679,human
EDN2,1,41478775,human
HIVEP3,1,41506365,human
GUCA2B,1,42153410,human
GUCA2A,1,42162690,human
FOXJ3,1,42176545,human
RIMKLA,1,42380792,human
ZMYND12,1,42436421,human
PPCS,1,42456561,human
CCDC30,1,42536573,human
PPIH,1,42664863,human
YBX1,1,42682987,human
CLDN19,1,42734995,human
P3H1,1,42759257,human
C1ORF50,1,42767306,human
TMEM269,1,42787990,human
SVBP,1,42807052,human
ERMAP,1,42825560,human
ZNF691,1,42850687,human
SLC2A1,1,42951616,human
FAM183A,1,43147904,human
EBNA1BP2,1,43164175,human
CFAP57,1,43172330,human
TMEM125,1,43270946,human
C1ORF210,1,43282661,human
TIE1,1,43301072,human
MPL,1,43349263,human
CDC20,1,43359013,human
ELOVL1,1,43363401,human
MED8,1,43384726,human
SZT2,1,43420757,human
HYI,1,43451320,human
PTPRF,1,43530876,human
KDM4A,1,43653306,human
ST3GAL3,1,43707533,human
ARTN,1,43935807,human
IPO13,1,43965939,human
DPH2,1,43971469,human
ATP6V0B,1,43976055,human
B4GALT2,1,43979936,human
CCDC24,1,43991842,human
SLC6A9,1,44010726,human
KLF17,1,44118870,human
KLF18,1,44137821,human
DMAP1,1,44213841,human
ERI3,1,44308310,human
RNF220,1,44631984,human
TMEM53,1,44654896,human
ARMH1,1,44689834,human
KIF2C,1,44760480,human
RPS8,1,44775573,human
BEST4,1,44783585,human
PLK3,1,44800377,human
DYNLT4,1,44805893,human
BTBD19,1,44808567,human
PTCH2,1,44821938,human
EIF2B3,1,44924958,human
HECTD3,1,45002548,human
UROD,1,45012935,human
ZSWIM5,1,45016399,human
OR4F29,1,450740,human
HPDL,1,45326895,human
MUTYH,1,45333413,human
TOE1,1,45340170,human
TESK2,1,45343883,human
CCDC163,1,45494909,human
MMACHC,1,45500341,human
PRDX1,1,45511051,human
AKR1A1,1,45551068,human
NASP,1,45615059,human
CCDC17,1,45620353,human
GPBP1L1,1,45627304,human
TMEM69,1,45688181,human
IPP,1,45698711,human
MAST2,1,45913647,human
P3R3URF-PIK3R3,1,46043661,human
PIK3R3,1,46066056,human
TSPAN1,1,46175087,human
P3R3URF,1,46175486,human
POMGNT1,1,46188779,human
LURAP1,1,46203334,human
RAD54L,1,46272505,human
LRRC41,1,46278401,human
UQCRH,1,46303709,human
NSUN4,1,46343393,human
FAAH,1,46405723,human
DMBX1,1,46506996,human
TMEM275,1,46532166,human
AJAP1,1,4654609,human
KNCN,1,46547428,human
MKNK1,1,46580596,human
MOB3C,1,46607725,human
ATPAF1,1,46652604,human
TEX38,1,46671878,human
EFCAB14,1,46682100,human
CYP4B1,1,46806807,human
CYP4A11,1,46932431,human
CYP4X1,1,47023669,human
CYP4Z1,1,47067231,human
CYP4A22,1,47137455,human
PDZK1IP1,1,47183971,human
TAL1,1,47216292,human
STIL,1,47269635,human
CMPK1,1,47333914,human
FOXE3,1,47416285,human
FOXD2,1,47438044,human
TRABD2B,1,47760528,human
SLC5A9,1,48239387,human
SPATA6,1,48295374,human
BEND5,1,48727519,human
AGBL4,1,48817507,human
ELAVL4,1,50109837,human
DMRTA2,1,50417550,human
FAF1,1,50441276,human
CDKN2C,1,50970245,human
C1ORF185,1,51102271,human
RNF11,1,51236273,human
TTC39A,1,51311257,human
EPS15,1,51461123,human
OSBPL9,1,51784575,human
NRDC,1,51789196,human
RAB3B,1,51907956,human
KTI12,1,52032103,human
TXNDC12,1,52033285,human
BTF3L4,1,52056321,human
ZFYVE9,1,52142374,human
CC2D1B,1,52353519,human
ORC1,1,52372831,human
PRPF38A,1,52404602,human
TUT4,1,52526050,human
GPX7,1,52602371,human
SHISAL2A,1,52633168,human
COA7,1,52684449,human
ZYG11B,1,52726467,human
ZYG11A,1,52842511,human
ECHDC2,1,52895910,human
SCP2,1,53014938,human
PODN,1,53062213,human
SLC1A7,1,53107928,human
CPT2,1,53196903,human
CZIB,1,53214099,human
MAGOH,1,53226926,human
LRP8,1,53264216,human
DMRTB1,1,53459399,human
GLIS1,1,53506239,human
NDC1,1,53765478,human
YIPF1,1,53851733,human
DIO1,1,53894211,human
HSPB11,1,53929497,human
LRRC42,1,53946358,human
LDLRAD1,1,54007299,human
TMEM59,1,54045486,human
TCEANC2,1,54104295,human
CDCP2,1,54138995,human
CYB5RL,1,54190551,human
MRPL37,1,54209946,human
SSBP3,1,54243237,human
ACOT11,1,54548228,human
FAM151A,1,54609182,human
MROH7,1,54641754,human
MROH7-TTC4,1,54641800,human
TTC4,1,54715861,human
PARS2,1,54756898,human
TTC22,1,54784554,human
LEXM,1,54806063,human
DHCR24,1,54871602,human
TMEM61,1,54980628,human
BSND,1,54998933,human
PCSK9,1,55058116,human
USP24,1,55147649,human
PLPP3,1,56494761,human
PRKAA2,1,56645314,human
FYB2,1,56718789,human
C8A,1,56854797,human
C8B,1,56929212,human
DAB1,1,56998025,human
OMA1,1,58539033,human
TACSTD2,1,58575433,human
MYSM1,1,58654751,human
JUN,1,58780791,human
NPHP4,1,5879505,human
FGGY,1,59553918,human
HOOK1,1,59815172,human
CYP2J2,1,59893320,human
C1ORF87,1,59990394,human
KCNAB2,1,6094483,human
CHD5,1,6125534,human
NFIA,1,61406672,human
TM2D1,1,61681047,human
RPL22,1,6192930,human
RNF207,1,6206119,human
PATJ,1,62114090,human
L1TD1,1,62194849,human
KANK4,1,62237544,human
ICMT,1,6224599,human
USP1,1,62436304,human
HES3,1,6244179,human
GPR153,1,6247353,human
ANGPTL3,1,62597520,human
DOCK7,1,62627559,human
ACOT7,1,6264273,human
ATG4C,1,62821183,human
FOXD3,1,63322567,human
ALG6,1,63367650,human
ITGB3BP,1,63440773,human
EFCAB7,1,63523525,human
PGM1,1,63593809,human
ROR1,1,63774022,human
HES2,1,6418849,human
UBE2U,1,64220864,human
CACHD1,1,64470793,human
ESPN,1,6451717,human
TNFRSF25,1,6462637,human
RAVER2,1,64745095,human
JAK1,1,64873458,human
PLEKHG5,1,6496498,human
AK4,1,65147830,human
NOL9,1,6521347,human
DNAJC6,1,65264694,human
OR4F5,1,65419,human
LEPROT,1,65420716,human
LEPR,1,65525689,human
TAS1R1,1,6570941,human
ZBTB48,1,6587256,human
KLHL21,1,6594081,human
PHF13,1,6613731,human
THAP3,1,6625230,human
PDE4B,1,66354382,human
DNAJC11,1,6645800,human
SGIP1,1,66682294,human
DYNLT5,1,66752495,human
INSL5,1,66797740,human
DNAI4,1,66904859,human
MIER1,1,66924895,human
SLC35D1,1,66999350,human
C1ORF141,1,67092165,human
IL23R,1,67219557,human
IL12RB2,1,67326769,human
SERBP1,1,67412867,human
GADD45A,1,67685405,human
GNG12,1,67701475,human
DIRAS3,1,68046235,human
WLS,1,68193858,human
RPE65,1,68428822,human
DEPDC1,1,68486941,human
OR4F16,1,685716,human
LRRC7,1,70121811,human
LRRC40,1,70144805,human
SRSF11,1,70228422,human
ANKRD13C,1,70261237,human
CTH,1,70411383,human
PTGER3,1,71006631,human
ZRANB2,1,71065719,human
NEGR1,1,71402944,human
LRRIQ3,1,74179907,human
FPGT-TNNI3K,1,74198264,human
FPGT,1,74198351,human
TNNI3K,1,74369234,human
LRRC53,1,74469376,human
ERICH3,1,74612784,human
CRYZ,1,74710109,human
TYW3,1,74736189,human
LHX8,1,75134388,human
